Product ID,Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Payment Method,Rating,Reviews
P0915,10915,2024-11-26,Clothing,Aritzia Tna Butter Hoodie,1,6466.65,6466.65,PayPal,4,Works great and looks good too. Very pleased with this purchase overall.
P0916,10916,2024-12-19,Clothing,Uniqlo Ultra Light Down Jacket,1,7761.31,7761.31,Google Pay,3,"Mixed feelings about this. Some features are good, others could use improvement."
P0917,10917,2024-12-15,Clothing,Nike Air Max 270,1,15306.44,15306.44,Credit Card,4,Works great and looks good too. Very pleased with this purchase overall.
P0918,10918,2024-09-05,Electronics,Oculus Quest 3,5,48912.35,244561.75,Credit Card,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P0919,10919,2024-07-15,Sports,Peloton Bike,1,146351.60,146351.60,Credit Card,1,One of the worst purchases I've made. Cheap materials and poor craftsmanship.
P0920,10920,2024-05-16,Books,Britt-Marie Was Here by Fredrik Backman,1,1062.24,1062.24,Credit Card,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P0921,10921,2024-11-07,Beauty Products,Laneige Lip Sleeping Mask,1,2228.43,2228.43,Credit Card,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P0922,10922,2024-04-15,Clothing,Zara High-Waisted Trousers,1,4640.75,4640.75,Apple Pay,5,Best in its category! I've tried competitors and nothing comes close to this.
P0923,10923,2024-03-11,Beauty Products,La Roche-Posay Anthelios Sunscreen,2,2015.47,4030.94,PayPal,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P0924,10924,2024-02-18,Electronics,JBL Flip 6 Speaker,1,13233.64,13233.64,Apple Pay,1,I regret buying this. It's of very low quality and not worth even a fraction of the price.
P0925,10925,2024-12-26,Electronics,Sony WH-1000XM5 Headphones,1,39910.87,39910.87,PayPal,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P0926,10926,2024-10-05,Sports,Patagonia Black Hole Duffel 40L,1,13632.60,13632.60,PayPal,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P0927,10927,2024-12-05,Electronics,Oculus Quest 3,1,49991.09,49991.09,PayPal,5,Top-notch quality and performance. This has become an essential part of my daily life.
P0928,10928,2024-01-05,Sports,Bowflex SelectTech 552 Dumbbells,4,43761.79,175047.16,Debit Card,1,One of the worst purchases I've made. Cheap materials and poor craftsmanship.
P0929,10929,2024-12-09,Clothing,Ray-Ban Aviator Classic Sunglasses,1,15141.43,15141.43,PayPal,5,Best in its category! I've tried competitors and nothing comes close to this.
P0930,10930,2024-11-05,Sports,Coleman Sundome 4-Person Tent,3,9074.91,27224.73,Apple Pay,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P0931,10931,2024-01-06,Electronics,Samsung Galaxy Tab S9,1,78287.08,78287.08,Apple Pay,4,High quality and durable. Would buy again without hesitation.
P0932,10932,2024-01-12,Sports,Stance NBA Socks,1,1589.33,1589.33,PayPal,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P0933,10933,2024-04-10,Home Appliances,T-fal Non-Stick Frying Pan,3,2527.34,7582.02,Credit Card,4,Very satisfied customer. The product is well-designed and performs reliably.
P0934,10934,2024-04-01,Sports,TRX All-in-One Suspension Kit,3,14702.70,44108.10,Debit Card,5,Best in its category! I've tried competitors and nothing comes close to this.
P0935,10935,2024-10-11,Electronics,Microsoft Surface Laptop 5,1,125420.48,125420.48,Debit Card,4,Very satisfied customer. The product is well-designed and performs reliably.
P0936,10936,2024-12-04,Books,Circe by Madeline Miller,1,1257.57,1257.57,Apple Pay,4,Good value for money. The product is well-made and serves its purpose perfectly.
P0937,10937,2024-09-01,Books,The Vanishing Half by Brit Bennett,5,1201.15,6005.75,Apple Pay,5,Life-changing product! I can't imagine going back to anything else now.
P0938,10938,2024-02-28,Electronics,Sony WH-1000XM4 Headphones,3,34445.51,103336.53,Credit Card,3,Middle of the pack. Not disappointed but not impressed either.
P0939,10939,2024-12-13,Electronics,Logitech MX Keys Keyboard,1,11670.10,11670.10,PayPal,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P0940,10940,2024-03-25,Beauty Products,Drunk Elephant Protini Polypeptide Cream,1,6892.89,6892.89,PayPal,5,Best in its category! I've tried competitors and nothing comes close to this.
P0941,10941,2024-11-24,Books,Dune by Frank Herbert,4,1298.01,5192.04,Debit Card,3,Decent product for the price. Nothing to write home about but it works.
P0942,10942,2024-08-16,Beauty Products,Glossier Boy Brow,4,1787.47,7149.88,Credit Card,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P0943,10943,2024-11-26,Books,Happy Place by Emily Henry,2,1135.49,2270.98,PayPal,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P0944,10944,2024-05-15,Clothing,Uniqlo Ultra Light Down Jacket,2,8092.42,16184.84,Apple Pay,4,Excellent product that does the job well. Only minor complaints.
P0945,10945,2024-02-15,Beauty Products,Tatcha The Water Cream,1,6912.85,6912.85,Credit Card,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P0946,10946,2024-10-10,Clothing,Zara High-Waisted Trousers,1,4533.68,4533.68,Credit Card,4,Very good product overall. Works well and meets my expectations. Minor improvements possible.
P0947,10947,2024-08-17,Beauty Products,Chanel Coco Mademoiselle,1,11465.63,11465.63,Credit Card,2,Subpar performance and build quality. I've had much better products in this category.
P0948,10948,2024-04-03,Sports,Theragun Prime Percussive Device,1,30331.49,30331.49,Apple Pay,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P0949,10949,2024-11-02,Electronics,PlayStation 5 Console,1,50511.91,50511.91,Debit Card,4,High quality and durable. Would buy again without hesitation.
P0950,10950,2024-11-15,Clothing,Ray-Ban Aviator Classic Sunglasses,1,15581.32,15581.32,PayPal,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P0951,10951,2024-11-20,Clothing,Madewell Roadtripper Jumpsuit,4,9568.52,38274.08,Google Pay,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P0952,10952,2024-02-06,Beauty Products,Fresh Sugar Lip Treatment,1,2376.39,2376.39,Credit Card,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P0953,10953,2024-09-20,Books,Babel by R.F. Kuang,2,1531.40,3062.80,PayPal,2,Below average. Several issues that make it hard to recommend to others.
P0954,10954,2024-02-01,Home Appliances,Weber Smokey Mountain Cooker,1,42624.84,42624.84,Credit Card,2,Poor experience overall. The product has multiple flaws that affect usability.
P0955,10955,2024-07-05,Clothing,Canada Goose HyBridge Base Hoody,1,39798.76,39798.76,Google Pay,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P0956,10956,2024-11-05,Beauty Products,Morphe 35O Nature Glow Palette,1,2530.40,2530.40,PayPal,3,It's fine. Does what it's supposed to do without any standout features.
P0957,10957,2024-12-16,Electronics,MacBook Air M3,3,115487.55,346462.65,Credit Card,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P0958,10958,2024-01-01,Electronics,Samsung 55 The Frame TV,2,151816.56,303633.12,PayPal,2,Not satisfied with this purchase. The quality is noticeably lacking.
P0959,10959,2024-09-18,Clothing,L.L.Bean Wicked Good Slippers,1,5953.95,5953.95,Google Pay,4,Very satisfied customer. The product is well-designed and performs reliably.
P0960,10960,2024-12-27,Sports,Adidas Copa Sense Soccer Ball,1,5345.30,5345.30,Credit Card,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P0961,10961,2024-09-09,Beauty Products,Glow Recipe Avocado Melt Retinol Eye Cream,4,4093.70,16374.80,Credit Card,1,Extremely dissatisfied. The product stopped working within the first week.
P0962,10962,2024-07-14,Electronics,MacBook Air M3,1,116459.49,116459.49,Apple Pay,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P0963,10963,2024-08-19,Books,The Alchemist by Paulo Coelho,4,908.87,3635.48,Apple Pay,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P0964,10964,2024-10-13,Beauty Products,Glow Recipe Avocado Melt Retinol Eye Cream,3,4233.52,12700.56,Debit Card,2,Not worth the money. The product feels cheap and doesn't perform as advertised.
P0965,10965,2024-09-10,Electronics,Nintendo Switch OLED,2,34123.33,68246.66,Credit Card,5,Best in its category! I've tried competitors and nothing comes close to this.
P0966,10966,2024-02-14,Sports,Spalding TF-1000 Basketball,1,6376.85,6376.85,Credit Card,0,Completely defective. The product doesn't function at all and feels like a toy.
P0967,10967,2024-12-12,Home Appliances,Zojirushi Bread Maker,1,30544.87,30544.87,Google Pay,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P0968,10968,2024-05-04,Clothing,Lululemon Align Leggings,1,9637.77,9637.77,Credit Card,0,Completely defective. The product doesn't function at all and feels like a toy.
P0969,10969,2024-11-25,Sports,REI Co-op Trailbreak 30 Backpack,1,7822.77,7822.77,Google Pay,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P0970,10970,2024-10-15,Beauty Products,Heritage Store Rosewater Facial Spray,5,1005.19,5025.95,Debit Card,2,Not satisfied with this purchase. The quality is noticeably lacking.
P0971,10971,2024-11-04,Sports,Stance NBA Socks,1,1552.36,1552.36,Debit Card,1,Extremely dissatisfied. The product stopped working within the first week.
P0972,10972,2024-03-10,Beauty Products,IT Cosmetics CC+ Cream,3,4389.58,13168.74,Debit Card,5,Top-notch quality and performance. This has become an essential part of my daily life.
P0973,10973,2024-05-05,Home Appliances,Instant Pot Duo Plus,3,14845.56,44536.68,PayPal,2,Disappointing quality for the price. Expected much better based on the description.
P0974,10974,2024-04-26,Beauty Products,Morphe 35O Nature Glow Palette,1,2590.78,2590.78,Debit Card,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P0975,10975,2024-06-22,Clothing,H&M Linen Blend Shirt,1,3035.48,3035.48,PayPal,2,Not worth the money. The product feels cheap and doesn't perform as advertised.
P0976,10976,2024-11-14,Beauty Products,Charlotte Tilbury Flawless Filter,4,4509.01,18036.04,Google Pay,2,Subpar performance and build quality. I've had much better products in this category.
P0977,10977,2024-12-15,Home Appliances,Nespresso Vertuo Next,3,16107.61,48322.83,Google Pay,1,Complete waste of money. The product doesn't work as advertised at all.
P0978,10978,2024-05-13,Home Appliances,GE Profile Opal Ice Maker,1,54548.42,54548.42,Credit Card,3,Works as described but nothing special. Fair value for what you pay.
P0979,10979,2024-12-02,Sports,Apple Fitness+,5,985.21,4926.05,Google Pay,1,Extremely dissatisfied. The product stopped working within the first week.
P0980,10980,2024-12-01,Clothing,Aritzia Super Puff Shorty,4,25064.94,100259.76,PayPal,3,It's fine. Does what it's supposed to do without any standout features.
P0981,10981,2024-10-18,Beauty Products,IT Cosmetics CC+ Cream,2,4492.11,8984.22,PayPal,2,Regret this purchase. The quality doesn't match the price tag at all.
P0982,10982,2024-02-18,Books,The Four Agreements by Don Miguel Ruiz,1,800.37,800.37,PayPal,4,Excellent product that does the job well. Only minor complaints.
P0983,10983,2024-05-03,Sports,Yoga Mat Pro,2,4996.39,9992.78,PayPal,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P0984,10984,2024-09-08,Books,To Kill a Mockingbird by Harper Lee,2,1327.69,2655.38,Debit Card,3,Decent product for the price. Nothing to write home about but it works.
P0985,10985,2024-04-17,Books,Fourth Wing by Rebecca Yarros,1,1309.86,1309.86,Debit Card,4,Very satisfied customer. The product is well-designed and performs reliably.
P0986,10986,2024-11-15,Books,The Alchemist by Paulo Coelho,5,906.31,4531.55,Credit Card,4,Excellent product that does the job well. Only minor complaints.
P0987,10987,2024-11-08,Books,The Seven Husbands of Evelyn Hugo by Taylor Jenkins Reid,1,1151.42,1151.42,Credit Card,3,Acceptable quality but there's room for improvement. I've seen better and worse.
P0988,10988,2024-08-08,Electronics,Sony Bravia 55 TV,1,160690.25,160690.25,Debit Card,4,Great product with excellent features. Just a few small things keep it from being perfect.
P0989,10989,2024-10-27,Beauty Products,Olaplex No. 3 Hair Perfector,1,2716.71,2716.71,PayPal,4,High quality and durable. Would buy again without hesitation.
P0990,10990,2024-02-22,Sports,TRX All-in-One Suspension Kit,1,15043.04,15043.04,PayPal,1,I regret buying this. It's of very low quality and not worth even a fraction of the price.
P0991,10991,2024-08-14,Beauty Products,Augustinus Bader The Rich Cream,2,29255.50,58511.00,PayPal,2,Not worth the money. The product feels cheap and doesn't perform as advertised.
P0992,10992,2024-08-16,Beauty Products,Heritage Store Rosewater Facial Spray,1,1002.15,1002.15,Google Pay,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P0993,10993,2024-07-02,Home Appliances,Zojirushi Neuro Fuzzy Rice Cooker,4,24704.78,98819.12,Debit Card,4,Works great and looks good too. Very pleased with this purchase overall.
P0994,10994,2024-02-12,Clothing,L.L.Bean Wicked Good Slippers,1,5865.40,5865.40,Debit Card,5,Top-notch quality and performance. This has become an essential part of my daily life.
P0995,10995,2024-05-16,Electronics,Microsoft Surface Pro 9,3,113214.76,339644.28,Credit Card,4,Good value for money. The product is well-made and serves its purpose perfectly.
P0996,10996,2024-12-07,Home Appliances,Bodum French Press,3,2987.99,8963.97,Debit Card,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P0997,10997,2024-12-14,Sports,Nike Metcon 8,2,13041.26,26082.52,Debit Card,2,Mediocre at best. I would not buy this again or recommend it to anyone.
P0998,10998,2024-11-27,Home Appliances,KitchenAid 5-Speed Blender,3,7992.28,23976.84,Apple Pay,2,Mediocre at best. I would not buy this again or recommend it to anyone.
P0999,10999,2024-03-24,Books,The Song of Achilles by Madeline Miller,1,1198.91,1198.91,Credit Card,4,Really happy with this. Does exactly what it says and the quality is very good.
P1000,11000,2024-12-11,Sports,Hoka Clifton 9,1,14638.18,14638.18,Apple Pay,3,Average quality. Meets basic expectations but doesn't stand out from competitors.
P1001,11001,2024-12-23,Electronics,Dell XPS 13 Laptop,2,101675.18,203350.36,Credit Card,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P1002,11002,2024-10-03,Home Appliances,Shark Steam Mop,5,11929.87,59649.35,Credit Card,0,Stay away from this product. It's a complete rip-off and doesn't work at all.
P1003,11003,2024-03-16,Sports,Theragun Prime Percussive Device,4,29218.79,116875.16,Google Pay,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P1004,11004,2024-05-07,Clothing,H&M Linen Blend Shirt,3,3050.80,9152.40,Credit Card,4,Excellent product that does the job well. Only minor complaints.
P1005,11005,2024-09-13,Electronics,Sony WH-1000XM5 Headphones,1,40938.63,40938.63,Debit Card,4,Works great and looks good too. Very pleased with this purchase overall.
P1006,11006,2024-01-17,Books,Where the Crawdads Sing by Delia Owens,1,1063.25,1063.25,Debit Card,4,Good value for money. The product is well-made and serves its purpose perfectly.
P1007,11007,2024-03-09,Electronics,Oculus Quest 3,1,51253.78,51253.78,PayPal,5,Top-notch quality and performance. This has become an essential part of my daily life.
P1008,11008,2024-03-23,Electronics,AirPods Max,1,53578.26,53578.26,PayPal,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P1009,11009,2024-04-27,Home Appliances,Shark Robot Vacuum RV1001AE,1,29432.88,29432.88,Credit Card,4,High quality and durable. Would buy again without hesitation.
P1010,11010,2024-08-17,Beauty Products,La Mer Moisturizing Cream,4,18638.37,74553.48,Debit Card,4,Works great and looks good too. Very pleased with this purchase overall.
P1011,11011,2024-01-01,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,2,3474.15,6948.30,Credit Card,5,Life-changing product! I can't imagine going back to anything else now.
P1012,11012,2024-10-08,Sports,Coleman Sundome 4-Person Tent,2,8788.03,17576.06,Credit Card,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P1013,11013,2024-11-17,Clothing,Nike Tech Fleece Joggers,3,10754.18,32262.54,Google Pay,0,Horrible experience. The item never arrived properly and support was useless.
P1014,11014,2024-08-14,Sports,Coleman Sundome 4-Person Tent,1,8720.84,8720.84,Apple Pay,0,Unbelievably bad. The product arrived broken and nobody would help me resolve it.
P1015,11015,2024-05-06,Electronics,iPhone 15 Pro Max,1,163024.07,163024.07,Credit Card,4,Works great and looks good too. Very pleased with this purchase overall.
P1016,11016,2024-12-27,Clothing,Patagonia Better Sweater Fleece,2,13908.61,27817.22,Credit Card,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P1017,11017,2024-09-10,Electronics,Oculus Quest 3,1,48771.19,48771.19,PayPal,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P1018,11018,2024-12-07,Sports,Hyperice Venom 2 Back Massager,5,19683.05,98415.25,Debit Card,3,It's fine. Does what it's supposed to do without any standout features.
P1019,11019,2024-05-22,Books,Educated by Tara Westover,1,1316.82,1316.82,Credit Card,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P1020,11020,2024-10-01,Beauty Products,Anastasia Beverly Hills Brow Wiz,1,2222.62,2222.62,PayPal,4,High quality and durable. Would buy again without hesitation.
P1021,11021,2024-11-18,Electronics,Fujifilm Instax Mini 12,3,7557.00,22671.00,Debit Card,4,High quality and durable. Would buy again without hesitation.
P1022,11022,2024-10-12,Books,The Heaven & Earth Grocery Store by James McBride,3,1477.30,4431.90,PayPal,2,Disappointing quality for the price. Expected much better based on the description.
P1023,11023,2024-02-12,Home Appliances,Shark Steam Mop,1,11701.17,11701.17,Credit Card,3,Decent product for the price. Nothing to write home about but it works.
P1024,11024,2024-03-27,Books,To Kill a Mockingbird by Harper Lee,3,1268.42,3805.26,Apple Pay,0,Absolute garbage. The product was broken on arrival and the company refused a refund.
P1025,11025,2024-05-23,Clothing,Adidas Samba OG,1,10280.27,10280.27,PayPal,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P1026,11026,2024-09-16,Home Appliances,Simplehuman Soap Dispenser,2,5037.86,10075.72,Credit Card,3,"Adequate for basic use. If you need something simple, this works fine."
P1027,11027,2024-09-03,Home Appliances,Ninja Foodi 10-in-1 XL,2,24343.38,48686.76,Credit Card,2,The product has issues that shouldn't exist at this price point. Very underwhelming.
P1028,11028,2024-11-09,Home Appliances,Shark Steam Mop,3,11559.51,34678.53,Google Pay,4,Excellent product that does the job well. Only minor complaints.
P1029,11029,2024-12-01,Beauty Products,NARS Radiant Creamy Concealer,2,3274.80,6549.60,Credit Card,2,Subpar performance and build quality. I've had much better products in this category.
P1030,11030,2024-07-14,Clothing,Vuori Performance Joggers,1,8809.66,8809.66,Apple Pay,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P1031,11031,2024-12-08,Electronics,Sony WH-1000XM4 Headphones,1,34732.61,34732.61,Apple Pay,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P1032,11032,2024-03-03,Electronics,Dell XPS 13 Laptop,5,98255.41,491277.05,PayPal,0,Horrible experience. The item never arrived properly and support was useless.
P1033,11033,2024-03-11,Books,Project Hail Mary by Andy Weir,1,1501.20,1501.20,Credit Card,4,Very good product overall. Works well and meets my expectations. Minor improvements possible.
P1034,11034,2024-09-21,Books,The Four Agreements by Don Miguel Ruiz,3,778.02,2334.06,Apple Pay,5,Top-notch quality and performance. This has become an essential part of my daily life.
P1035,11035,2024-11-27,Books,The Invisible Life of Addie LaRue by V.E. Schwab,1,974.36,974.36,Debit Card,2,Not satisfied with this purchase. The quality is noticeably lacking.
P1036,11036,2024-07-04,Beauty Products,Glossier Boy Brow,2,1745.49,3490.98,Credit Card,1,Do not buy this. The quality is abysmal and it doesn't deliver on any promises.
P1037,11037,2024-05-28,Electronics,Amazon Echo Dot 5th Gen,3,4858.86,14576.58,Apple Pay,5,Life-changing product! I can't imagine going back to anything else now.
P1038,11038,2024-09-03,Electronics,Samsung 55 The Frame TV,2,150432.97,300865.94,Credit Card,2,Doesn't live up to the hype. Overpriced for what you actually get.
P1039,11039,2024-02-25,Beauty Products,Olaplex No. 3 Hair Perfector,1,2806.67,2806.67,Credit Card,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P1040,11040,2024-07-14,Electronics,Apple AirTag 4 Pack,1,10159.93,10159.93,Credit Card,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P1041,11041,2024-09-04,Electronics,Samsung 55 The Frame TV,1,151818.41,151818.41,Credit Card,2,Poor experience overall. The product has multiple flaws that affect usability.
P1042,11042,2024-12-05,Sports,RumbleRoller Deep Tissue Roller,1,3971.09,3971.09,Credit Card,4,Really happy with this. Does exactly what it says and the quality is very good.
P1043,11043,2024-03-02,Electronics,JBL Flip 6 Speaker,1,12965.42,12965.42,Google Pay,0,Completely defective. The product doesn't function at all and feels like a toy.
P1044,11044,2024-05-18,Home Appliances,Nespresso Vertuo Next,1,15717.48,15717.48,Debit Card,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P1045,11045,2024-08-22,Home Appliances,Nespresso Vertuo Next,1,15906.78,15906.78,Google Pay,2,Doesn't live up to the hype. Overpriced for what you actually get.
P1046,11046,2024-05-07,Clothing,Nike Dunk Low,3,10885.52,32656.56,Apple Pay,3,It's fine. Does what it's supposed to do without any standout features.
P1047,11047,2024-09-11,Sports,Casio G-Shock DW-6900,5,9052.63,45263.15,PayPal,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P1048,11048,2024-07-26,Electronics,Garmin Fenix 7,1,92165.23,92165.23,Credit Card,3,It's fine. Does what it's supposed to do without any standout features.
P1049,11049,2024-09-08,Sports,Nike Metcon 8,2,13342.75,26685.50,Debit Card,2,Doesn't live up to the hype. Overpriced for what you actually get.
P1050,11050,2024-04-06,Electronics,iPhone 15,1,77856.47,77856.47,Credit Card,4,Great product with excellent features. Just a few small things keep it from being perfect.
P1051,11051,2024-05-07,Books,Babel by R.F. Kuang,1,1447.95,1447.95,Credit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P1052,11052,2024-12-24,Home Appliances,LEVOIT Core 300 Air Purifier,1,9932.38,9932.38,PayPal,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P1053,11053,2024-11-04,Electronics,MacBook Air M3,3,112399.16,337197.48,Debit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P1054,11054,2024-05-08,Books,The Seven Year Slip by Ashley Poston,3,1100.52,3301.56,Google Pay,0,Unbelievably bad. The product arrived broken and nobody would help me resolve it.
P1055,11055,2024-12-23,Electronics,Amazon Echo Dot 5th Gen,1,5104.59,5104.59,PayPal,2,Poor experience overall. The product has multiple flaws that affect usability.
P1056,11056,2024-08-23,Books,"Tomorrow, and Tomorrow by Gabrielle Zevin",1,1443.87,1443.87,Credit Card,1,I regret buying this. It's of very low quality and not worth even a fraction of the price.
P1057,11057,2024-09-28,Sports,Under Armour HOVR Sonic 5,1,10758.27,10758.27,Credit Card,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P1058,11058,2024-12-28,Sports,RumbleRoller Deep Tissue Roller,5,4082.37,20411.85,Credit Card,3,It's fine. Does what it's supposed to do without any standout features.
P1059,11059,2024-11-20,Electronics,Amazon Echo Dot 5th Gen,1,4956.50,4956.50,Google Pay,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P1060,11060,2024-07-11,Books,"Tomorrow, and Tomorrow by Gabrielle Zevin",1,1448.55,1448.55,Apple Pay,4,Very satisfied customer. The product is well-designed and performs reliably.
P1061,11061,2024-06-26,Electronics,Samsung Galaxy Tab S9,1,81793.08,81793.08,Apple Pay,2,Doesn't live up to the hype. Overpriced for what you actually get.
P1062,11062,2024-04-14,Books,Holly by Stephen King,2,1734.16,3468.32,Debit Card,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P1063,11063,2024-03-03,Clothing,Re/Done Classic Stretch Jeans,1,18335.25,18335.25,Credit Card,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P1064,11064,2024-09-14,Beauty Products,Kosas Revealer Concealer,1,2774.76,2774.76,Apple Pay,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P1065,11065,2024-01-15,Clothing,Lululemon Wunder Train Leggings,1,9550.62,9550.62,Debit Card,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P1066,11066,2024-08-21,Electronics,Sony A7IV Camera,3,256296.53,768889.59,Debit Card,5,Top-notch quality and performance. This has become an essential part of my daily life.
P1067,11067,2024-01-07,Books,The Invisible Life of Addie LaRue by V.E. Schwab,1,979.86,979.86,Credit Card,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P1068,11068,2024-03-20,Home Appliances,Vitamix 5200 Blender,5,45579.92,227899.60,Google Pay,1,Terrible product. Broke almost immediately and the quality is shockingly bad.
P1069,11069,2024-11-10,Books,The Guest List by Lucy Foley,3,884.86,2654.58,PayPal,2,Disappointing quality for the price. Expected much better based on the description.
P1070,11070,2024-07-17,Home Appliances,OXO Brew Conical Burr Grinder,3,9738.18,29214.54,Credit Card,4,Excellent product that does the job well. Only minor complaints.
P1071,11071,2024-09-18,Beauty Products,Ilia Limitless Lash Mascara,2,2783.54,5567.08,Debit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P1072,11072,2024-07-23,Beauty Products,Glow Recipe Avocado Melt Retinol Eye Cream,1,4177.42,4177.42,Google Pay,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P1073,11073,2024-09-05,Books,1984 by George Orwell,4,960.88,3843.52,Debit Card,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P1074,11074,2024-07-25,Beauty Products,Drunk Elephant Protini Polypeptide Cream,3,6867.62,20602.86,Credit Card,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P1075,11075,2024-09-02,Home Appliances,Vitamix Immersion Blender,1,10168.87,10168.87,Debit Card,4,Very satisfied customer. The product is well-designed and performs reliably.
P1076,11076,2024-12-19,Beauty Products,Fenty Beauty Pro Filt'r Foundation,5,3526.29,17631.45,PayPal,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P1077,11077,2024-03-04,Books,The Vanishing Half by Brit Bennett,2,1186.54,2373.08,Credit Card,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P1078,11078,2024-10-06,Electronics,iPad Air,3,70333.51,211000.53,Credit Card,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P1079,11079,2024-12-13,Clothing,Spanx Perfect Black Pant,1,9677.17,9677.17,Google Pay,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P1080,11080,2024-06-01,Home Appliances,Simplehuman Soap Dispenser,1,5112.70,5112.70,PayPal,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P1081,11081,2024-02-14,Beauty Products,Fresh Sugar Lip Treatment,2,2374.08,4748.16,Credit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P1082,11082,2024-05-27,Beauty Products,Anastasia Beverly Hills Brow Wiz,1,2300.32,2300.32,Credit Card,4,Excellent product that does the job well. Only minor complaints.
P1083,11083,2024-10-15,Clothing,Vuori Ponto Performance Pant,1,8647.51,8647.51,Apple Pay,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P1084,11084,2024-09-08,Sports,TRX All-in-One Suspension Kit,1,15052.26,15052.26,Apple Pay,4,Very satisfied customer. The product is well-designed and performs reliably.
P1085,11085,2024-01-03,Clothing,Steve Madden Troopa Boots,2,9215.95,18431.90,Debit Card,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P1086,11086,2024-06-27,Home Appliances,LEVOIT Core 300 Air Purifier,1,9709.67,9709.67,Credit Card,3,It's fine. Does what it's supposed to do without any standout features.
P1087,11087,2024-06-22,Home Appliances,Bodum French Press,2,2917.44,5834.88,Credit Card,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P1088,11088,2024-05-21,Sports,Under Armour Sportstyle Shorts,1,3577.17,3577.17,Credit Card,1,Do not buy this. The quality is abysmal and it doesn't deliver on any promises.
