Product ID,Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Payment Method,Rating,Reviews
P02001,22001,2025-04-01,Home Appliances,Ember Temperature Control Mug 2,1,16869.85,16869.85,Credit Card,5,Perfect in every way. The design is beautiful and the functionality is top-tier.
P02002,22002,2025-02-03,Beauty Products,La Roche-Posay Effaclar Duo+,3,2444.65,7333.95,Debit Card,2,Mediocre at best. I would not buy this again or recommend it to anyone.
P02003,22003,2025-12-09,Books,Dune Messiah by Frank Herbert,3,1215.98,3647.94,PayPal,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P02004,22004,2025-11-10,Beauty Products,IT Cosmetics CC+ Cream SPF 50,1,4392.34,4392.34,UPI,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P02005,22005,2025-07-23,Sports,Garmin Fenix 8 Solar,1,103796.61,103796.61,Apple Pay,4,High quality and durable. Would buy again without hesitation.
P02006,22006,2025-08-08,Electronics,JBL Flip 6 Speaker,8,12886.06,103088.48,Credit Card,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P02007,22007,2025-10-08,Beauty Products,ILIA Super Serum Skin Tint SPF 40,1,4742.70,4742.70,Google Pay,4,Very satisfied customer. The product is well-designed and performs reliably.
P02008,22008,2025-03-18,Electronics,HP Spectre x360 14,1,138893.98,138893.98,Google Pay,4,Four stars because it's very good but not perfect. Still a great buy overall.
P02009,22009,2025-08-20,Sports,Peloton Tread,6,352022.34,2112134.04,Debit Card,3,Middle of the pack. Not disappointed but not impressed either.
P02010,22010,2025-09-18,Beauty Products,Verb Ghost Oil,1,1921.03,1921.03,Debit Card,3,It's an okay product. Does the basics but nothing extraordinary. Decent for the price.
P02011,22011,2025-12-06,Books,The Woman in Me by Britney Spears,4,1691.12,6764.48,Debit Card,3,Middle of the pack. Not disappointed but not impressed either.
P02012,22012,2025-07-28,Beauty Products,Kosas Revealer Super Creamy Concealer,2,2871.82,5743.64,Credit Card,5,Top-notch quality and performance. This has become an essential part of my daily life.
P02013,22013,2025-11-10,Beauty Products,CeraVe Hydrating Facial Cleanser,1,1533.59,1533.59,Debit Card,5,I'm blown away by the quality. This is worth every single rupee. Highly recommend!
P02014,22014,2025-06-12,Sports,Peloton Bike+,1,240302.20,240302.20,PayPal,5,I'm blown away by the quality. This is worth every single rupee. Highly recommend!
P02015,22015,2025-10-08,Clothing,H&M Linen Blend Shirt,5,2971.94,14859.70,Credit Card,4,Really happy with this. Does exactly what it says and the quality is very good.
P02016,22016,2025-05-22,Home Appliances,LEVOIT Core 300S Air Purifier,3,11906.19,35718.57,Debit Card,4,Very good product overall. Works well and meets my expectations. Minor improvements possible.
P02017,22017,2025-02-06,Sports,Peloton Tread,1,354134.76,354134.76,PayPal,1,Terrible product. Broke almost immediately and the quality is shockingly bad.
P02018,22018,2025-12-20,Beauty Products,CeraVe SA Smoothing Cleanser,3,1759.28,5277.84,Credit Card,4,Good value for money. The product is well-made and serves its purpose perfectly.
P02019,22019,2025-05-16,Books,The Seven Year Slip by Ashley Poston,2,1076.43,2152.86,PayPal,4,Great build quality and feels premium. Would recommend to friends and family.
P02020,22020,2025-06-11,Books,Sapiens by Yuval Noah Harari,1,1638.56,1638.56,Debit Card,2,The product has issues that shouldn't exist at this price point. Very underwhelming.
P02021,22021,2025-12-28,Sports,Hoka Speedgoat 6,2,16960.91,33921.82,UPI,4,Works great and looks good too. Very pleased with this purchase overall.
P02022,22022,2025-02-22,Clothing,Re/Done Classic Stretch Jeans,1,19054.93,19054.93,PayPal,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P02023,22023,2025-11-23,Beauty Products,Saie Glowy Super Skin Lightweight Gel,6,3289.32,19735.92,PayPal,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P02024,22024,2025-07-09,Electronics,PlayStation 5 Pro,10,81791.30,817913.00,Debit Card,4,Works great and looks good too. Very pleased with this purchase overall.
P02025,22025,2025-03-26,Books,Where the Crawdads Sing by Delia Owens,4,1060.08,4240.32,Apple Pay,2,Below average. Several issues that make it hard to recommend to others.
P02026,22026,2025-05-21,Sports,Hydro Flask 32 oz Water Bottle,1,4453.83,4453.83,Apple Pay,4,Four stars because it's very good but not perfect. Still a great buy overall.
P02027,22027,2025-11-05,Beauty Products,ILIA Super Serum Skin Tint SPF 40,1,4661.44,4661.44,Credit Card,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P02028,22028,2025-05-03,Clothing,Allbirds Tree Runners Go,6,9488.68,56932.08,Credit Card,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P02029,22029,2025-06-01,Sports,Nike Vaporfly 3,8,21842.93,174743.44,Apple Pay,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P02030,22030,2025-07-14,Home Appliances,Nespresso Pixie,2,12392.00,24784.00,Apple Pay,5,Life-changing product! I can't imagine going back to anything else now.
P02031,22031,2025-08-04,Clothing,Alo Yoga Accolade Hoodie,3,11087.96,33263.88,UPI,4,Very good product overall. Works well and meets my expectations. Minor improvements possible.
P02032,22032,2025-10-15,Clothing,Carhartt Duck Vest,1,7783.96,7783.96,PayPal,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P02033,22033,2025-02-05,Electronics,Dell XPS 13 Plus,2,112179.19,224358.38,PayPal,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P02034,22034,2025-09-04,Beauty Products,Fenty Beauty Pro Filt'r Foundation,5,3691.18,18455.90,UPI,2,Disappointing quality for the price. Expected much better based on the description.
P02035,22035,2025-07-18,Home Appliances,Instant Pot Duo Plus,3,15375.31,46125.93,Credit Card,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P02036,22036,2025-11-28,Clothing,Adidas Gazelle,1,9720.30,9720.30,PayPal,0,Completely defective. The product doesn't function at all and feels like a toy.
P02037,22037,2025-08-23,Books,The Midnight Library by Matt Haig,4,1327.42,5309.68,Debit Card,5,Life-changing product! I can't imagine going back to anything else now.
P02038,22038,2025-06-26,Sports,REI Co-op Trailbreak 30 Backpack,2,8060.86,16121.72,UPI,4,Four stars because it's very good but not perfect. Still a great buy overall.
P02039,22039,2025-04-17,Electronics,Apple AirTag 4 Pack,8,9774.24,78193.92,Credit Card,2,Not worth the money. The product feels cheap and doesn't perform as advertised.
P02040,22040,2025-07-02,Books,The Vanishing Half by Brit Bennett,1,1223.27,1223.27,Apple Pay,1,One of the worst purchases I've made. Cheap materials and poor craftsmanship.
P02041,22041,2025-04-09,Beauty Products,Fenty Beauty Soft Matte Foundation,1,3832.62,3832.62,Credit Card,5,I'm blown away by the quality. This is worth every single rupee. Highly recommend!
P02042,22042,2025-06-03,Beauty Products,Chanel No. 5 EDP,1,13134.00,13134.00,PayPal,4,Excellent product that does the job well. Only minor complaints.
P02043,22043,2025-02-09,Electronics,Amazon Echo Dot 5th Gen,5,4975.28,24876.40,Credit Card,4,Excellent product that does the job well. Only minor complaints.
P02044,22044,2025-01-07,Electronics,Microsoft Surface Pro 11,3,126445.45,379336.35,Google Pay,5,Life-changing product! I can't imagine going back to anything else now.
P02045,22045,2025-11-28,Electronics,Garmin Fenix 8,4,101259.41,405037.64,PayPal,4,Works great and looks good too. Very pleased with this purchase overall.
P02046,22046,2025-12-22,Electronics,HP Spectre x360 14,5,130507.27,652536.35,Google Pay,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P02047,22047,2025-08-03,Sports,Yeti Rambler 46 oz Bottle,6,4401.77,26410.62,UPI,0,Worst purchase ever. Nothing about this product works as described. Total scam.
P02048,22048,2025-02-08,Sports,TriggerPoint GRID Foam Roller,1,3421.44,3421.44,Debit Card,2,Not worth the money. The product feels cheap and doesn't perform as advertised.
P02049,22049,2025-07-15,Electronics,iPhone 16,8,90210.27,721682.16,Credit Card,0,Unbelievably bad. The product arrived broken and nobody would help me resolve it.
P02050,22050,2025-10-15,Home Appliances,Breville Barista Express Impress,1,79755.75,79755.75,Debit Card,4,Excellent product that does the job well. Only minor complaints.
P02051,22051,2025-05-07,Books,Lessons in Chemistry by Bonnie Garmus,1,1443.91,1443.91,Debit Card,3,Decent product for the price. Nothing to write home about but it works.
P02052,22052,2025-05-18,Books,Educated by Tara Westover,1,1334.45,1334.45,Google Pay,4,Very satisfied customer. The product is well-designed and performs reliably.
P02053,22053,2025-08-01,Clothing,Levi's 501 Original Jeans,1,6800.95,6800.95,Apple Pay,3,"Adequate for basic use. If you need something simple, this works fine."
P02054,22054,2025-11-16,Electronics,iPhone 16,3,92797.74,278393.22,UPI,0,Stay away from this product. It's a complete rip-off and doesn't work at all.
P02055,22055,2025-09-24,Electronics,Logitech Brio 4K Webcam,1,15487.55,15487.55,Apple Pay,5,Perfect in every way. The design is beautiful and the functionality is top-tier.
P02056,22056,2025-11-09,Clothing,Ray-Ban Wayfarer Classic,1,14359.19,14359.19,UPI,5,Best in its category! I've tried competitors and nothing comes close to this.
P02057,22057,2025-12-05,Sports,Gaiam Premium Yoga Mat 6mm,1,2739.25,2739.25,Credit Card,1,Broke after two uses. Terrible build quality and not worth the money at all.
P02058,22058,2025-10-20,Beauty Products,Laneige Lip Sleeping Mask Berry,3,2130.37,6391.11,Credit Card,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P02059,22059,2025-09-19,Beauty Products,NARS Radiant Creamy Concealer,1,3091.03,3091.03,Apple Pay,4,Great build quality and feels premium. Would recommend to friends and family.
P02060,22060,2025-08-13,Clothing,Canada Goose Expedition Parka,2,151915.40,303830.80,Debit Card,0,Zero stars if I could. The product is completely unusable and a total waste of money.
P02061,22061,2025-01-16,Electronics,Kindle Colorsoft,2,22738.11,45476.22,UPI,4,High quality and durable. Would buy again without hesitation.
P02062,22062,2025-06-05,Beauty Products,ILIA Limitless Lash Mascara,10,2685.11,26851.10,Debit Card,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P02063,22063,2025-11-15,Electronics,Sonos Era 100 Speaker,1,24333.91,24333.91,Debit Card,3,Acceptable quality but there's room for improvement. I've seen better and worse.
P02064,22064,2025-06-21,Electronics,iPhone 16 Pro,5,147369.75,736848.75,PayPal,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P02065,22065,2025-07-22,Clothing,Asics Gel-Kayano 14,2,13129.35,26258.70,UPI,4,Really happy with this. Does exactly what it says and the quality is very good.
P02066,22066,2025-05-04,Beauty Products,La Roche-Posay Cicaplast Baume B5+,1,1622.90,1622.90,PayPal,4,Great product with excellent features. Just a few small things keep it from being perfect.
P02067,22067,2025-12-08,Beauty Products,Rare Beauty Soft Pinch Liquid Blush,4,2364.68,9458.72,Google Pay,4,Very satisfied customer. The product is well-designed and performs reliably.
P02068,22068,2025-11-27,Sports,CAP Barbell Olympic Weight Set,3,30122.70,90368.10,PayPal,4,Works great and looks good too. Very pleased with this purchase overall.
P02069,22069,2025-08-08,Clothing,On Cloudmonster,6,16654.12,99924.72,PayPal,5,Best in its category! I've tried competitors and nothing comes close to this.
P02070,22070,2025-02-24,Electronics,HP Spectre x360 14,1,136495.79,136495.79,Credit Card,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P02071,22071,2025-04-26,Electronics,MacBook Air 13 M2,2,99989.70,199979.40,UPI,4,Great build quality and feels premium. Would recommend to friends and family.
P02072,22072,2025-02-12,Electronics,Sony WH-1000XM5 Headphones,1,41338.72,41338.72,Debit Card,3,It's fine. Does what it's supposed to do without any standout features.
P02073,22073,2025-02-27,Electronics,Canon EOS R8 Camera,1,154939.86,154939.86,Debit Card,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P02074,22074,2025-11-10,Books,Fourth Wing by Rebecca Yarros,1,1314.72,1314.72,Apple Pay,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P02075,22075,2025-04-16,Home Appliances,LG WashTower Laundry Center,1,153544.73,153544.73,PayPal,4,Works great and looks good too. Very pleased with this purchase overall.
P02076,22076,2025-12-08,Home Appliances,Simplehuman Sensor Mirror Pro,1,24639.55,24639.55,PayPal,3,Acceptable quality but there's room for improvement. I've seen better and worse.
P02077,22077,2025-05-06,Electronics,Anker 622 MagGo Battery,1,7802.27,7802.27,PayPal,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P02078,22078,2025-09-07,Sports,Spalding NBA Replica Game Ball,1,2938.82,2938.82,UPI,3,Three stars because it's average. Does the job but doesn't wow me.
P02079,22079,2025-07-18,Books,Pachinko by Min Jin Lee,2,1219.68,2439.36,Credit Card,3,Decent product for the price. Nothing to write home about but it works.
P02080,22080,2025-12-25,Beauty Products,NARS Radiant Creamy Concealer,1,3313.39,3313.39,UPI,2,Not satisfied with this purchase. The quality is noticeably lacking.
P02081,22081,2025-09-01,Electronics,iPhone 15 Pro,3,133119.72,399359.16,Credit Card,5,I'm blown away by the quality. This is worth every single rupee. Highly recommend!
P02082,22082,2025-06-07,Books,A Court of Mist and Fury by Sarah J. Maas,1,1373.49,1373.49,Google Pay,2,Subpar performance and build quality. I've had much better products in this category.
P02083,22083,2025-01-04,Clothing,Champion Reverse Weave Hoodie,3,6370.99,19112.97,Credit Card,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P02084,22084,2025-12-21,Sports,Theragun Prime Plus Percussive Device,3,33996.10,101988.30,UPI,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P02085,22085,2025-03-01,Books,Sapiens by Yuval Noah Harari,1,1726.20,1726.20,UPI,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P02086,22086,2025-07-28,Sports,Yeti Hopper M30 Soft Cooler,1,36308.03,36308.03,Google Pay,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
P02087,22087,2025-10-11,Clothing,Adidas Stan Smith,10,9122.13,91221.30,Google Pay,4,Four stars because it's very good but not perfect. Still a great buy overall.
P02088,22088,2025-08-22,Books,The Da Vinci Code by Dan Brown,1,1566.79,1566.79,Credit Card,5,Top-notch quality and performance. This has become an essential part of my daily life.
P02089,22089,2025-05-06,Clothing,Nike Dunk Low Retro,2,11010.08,22020.16,Credit Card,2,Disappointing quality for the price. Expected much better based on the description.
P02090,22090,2025-10-23,Home Appliances,Instant Pot Pro Plus,4,17794.87,71179.48,Credit Card,2,Disappointing quality for the price. Expected much better based on the description.
P02091,22091,2025-06-10,Clothing,Adidas Stan Smith,1,8673.25,8673.25,Credit Card,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P02092,22092,2025-01-27,Beauty Products,Dr. Jart+ Cicapair Tiger Grass Color Correcting,1,5344.71,5344.71,Credit Card,4,Very good product overall. Works well and meets my expectations. Minor improvements possible.
P02093,22093,2025-06-12,Electronics,Microsoft Surface Pro 11,1,128395.90,128395.90,Apple Pay,3,"Not bad, not great. It's a functional product that does what it claims."
P02094,22094,2025-10-06,Clothing,Birkenstock Boston Clogs,3,11563.12,34689.36,Debit Card,4,High quality and durable. Would buy again without hesitation.
P02095,22095,2025-11-28,Sports,Fitbit Charge 6,3,16719.17,50157.51,PayPal,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P02096,22096,2025-12-10,Beauty Products,Laneige Lip Sleeping Mask Gummy Bear,2,2219.78,4439.56,PayPal,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P02097,22097,2025-09-12,Sports,On Cloudmonster 6,1,17308.64,17308.64,Debit Card,3,Works as described but nothing special. Fair value for what you pay.
P02098,22098,2025-11-25,Beauty Products,Chanel No. 5 EDP,1,12440.62,12440.62,PayPal,5,I'm blown away by the quality. This is worth every single rupee. Highly recommend!
P02099,22099,2025-05-27,Books,The Housemaid by Freida McFadden,3,1015.95,3047.85,PayPal,2,Two stars because it works sometimes but is unreliable. Expected better.
P02100,22100,2025-07-22,Sports,Schwinn IC4 Indoor Cycling Bike,8,99294.49,794355.92,Credit Card,1,Returned this immediately. The product was defective and poorly made.
P02101,22101,2025-11-16,Electronics,Sony Bravia XR 55 TV,1,165302.31,165302.31,Google Pay,4,Great build quality and feels premium. Would recommend to friends and family.
P02102,22102,2025-04-18,Beauty Products,La Roche-Posay Anthelios UV Mune 400,1,2258.10,2258.10,UPI,3,Acceptable quality but there's room for improvement. I've seen better and worse.
P02103,22103,2025-01-07,Home Appliances,KitchenAid Artisan Mini Stand Mixer,1,32707.51,32707.51,UPI,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P02104,22104,2025-03-20,Beauty Products,La Roche-Posay Anthelios UV Mune 400,1,2273.66,2273.66,UPI,4,Works great and looks good too. Very pleased with this purchase overall.
P02105,22105,2025-11-28,Clothing,Nike Tech Fleece Joggers,1,11123.79,11123.79,Credit Card,2,Falls short of expectations. The materials feel cheap and it's overpriced.
P02106,22106,2025-11-12,Clothing,Zara Faux Leather Jacket,6,10232.01,61392.06,PayPal,4,Really happy with this. Does exactly what it says and the quality is very good.
P02107,22107,2025-11-28,Sports,Yeti Rambler 20 oz Tumbler,2,3363.01,6726.02,PayPal,3,"Not bad, not great. It's a functional product that does what it claims."
P02108,22108,2025-10-03,Clothing,Zara Pleated Maxi Dress,2,8177.04,16354.08,Credit Card,4,Good value for money. The product is well-made and serves its purpose perfectly.
P02109,22109,2025-12-18,Home Appliances,Ninja Air Fryer Max XL,1,17436.64,17436.64,Credit Card,3,Average quality. Meets basic expectations but doesn't stand out from competitors.
P02110,22110,2025-11-18,Clothing,On Cloudmonster,10,17059.68,170596.80,Debit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P02111,22111,2025-06-26,Clothing,Madewell The Transport Tote,6,16977.50,101865.00,Debit Card,2,Regret this purchase. The quality doesn't match the price tag at all.
P02112,22112,2025-06-09,Sports,REI Co-op Trailbreak 30 Backpack,1,8032.29,8032.29,Apple Pay,5,Top-notch quality and performance. This has become an essential part of my daily life.
P02113,22113,2025-09-13,Books,Britt-Marie Was Here by Fredrik Backman,1,1006.25,1006.25,PayPal,2,Disappointing quality for the price. Expected much better based on the description.
P02114,22114,2025-05-06,Electronics,Dell XPS 13 Plus,1,107133.44,107133.44,Credit Card,3,Decent product for the price. Nothing to write home about but it works.
P02115,22115,2025-10-27,Clothing,Alo Yoga Accolade Hoodie,5,11002.73,55013.65,Debit Card,2,Not worth the money. The product feels cheap and doesn't perform as advertised.
P02116,22116,2025-10-22,Clothing,Nike Air Max 270,6,14450.19,86701.14,Credit Card,3,"It does the job adequately. Not great, not terrible, just middle of the road."
P02117,22117,2025-03-16,Books,Educated by Tara Westover,5,1327.95,6639.75,Debit Card,5,Life-changing product! I can't imagine going back to anything else now.
P02118,22118,2025-10-17,Sports,Spalding TF-1000 Basketball,4,6490.07,25960.28,Credit Card,4,Four stars because it's very good but not perfect. Still a great buy overall.
P02119,22119,2025-11-12,Sports,Schwinn IC4 Indoor Cycling Bike,6,96873.25,581239.50,PayPal,2,Subpar performance and build quality. I've had much better products in this category.
P02120,22120,2025-11-23,Electronics,Lenovo ThinkPad X1 Carbon Gen 12,3,166410.26,499230.78,Credit Card,4,I'm impressed with the quality. Not perfect but definitely worth the investment.
P02121,22121,2025-10-21,Beauty Products,Tatcha The Water Cream,6,6721.57,40329.42,Debit Card,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P02122,22122,2025-05-18,Books,The Four Agreements by Don Miguel Ruiz,3,759.49,2278.47,Debit Card,4,Very satisfied customer. The product is well-designed and performs reliably.
P02123,22123,2025-01-06,Home Appliances,Dyson V15s Detect Vacuum,6,78274.13,469644.78,Debit Card,0,Zero stars. The product is a complete failure from start to finish. Avoid at all costs.
P02124,22124,2025-10-24,Beauty Products,La Mer The Concentrate,2,25620.62,51241.24,Credit Card,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P02125,22125,2025-05-07,Beauty Products,Verb Ghost Oil,1,1997.51,1997.51,Apple Pay,4,Really happy with this. Does exactly what it says and the quality is very good.
P02126,22126,2025-12-03,Clothing,Levi's Wedgie Straight Jeans,1,7916.54,7916.54,UPI,2,Two stars because it works sometimes but is unreliable. Expected better.
P02127,22127,2025-11-12,Home Appliances,Samsung Bespoke 4-Door Refrigerator,1,292249.40,292249.40,Credit Card,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P02128,22128,2025-03-17,Beauty Products,Glow Recipe Avocado Melt Retinol Eye Cream,2,4134.28,8268.56,PayPal,1,One of the worst purchases I've made. Cheap materials and poor craftsmanship.
P02129,22129,2025-04-19,Sports,Gaiam Yoga Block Set,2,1607.28,3214.56,Credit Card,4,Excellent product that does the job well. Only minor complaints.
P02130,22130,2025-05-07,Electronics,Anker 737 Power Bank 120W,4,11150.74,44602.96,Debit Card,4,Very good product overall. Works well and meets my expectations. Minor improvements possible.
P02131,22131,2025-06-06,Home Appliances,Breville Barista Express Impress,1,82017.67,82017.67,Debit Card,3,Three stars because it's average. Does the job but doesn't wow me.
P02132,22132,2025-07-12,Sports,TriggerPoint GRID Foam Roller,2,3385.16,6770.32,Debit Card,1,Do not buy this. The quality is abysmal and it doesn't deliver on any promises.
P02133,22133,2025-09-03,Home Appliances,Caraway Ceramic Cookware Set,1,45966.71,45966.71,Debit Card,1,Frustrating experience from start to finish. The product simply doesn't work.
P02134,22134,2025-02-28,Beauty Products,Anastasia Beverly Hills Brow Wiz,5,2279.14,11395.70,Google Pay,0,Zero stars. The product is a complete failure from start to finish. Avoid at all costs.
P02135,22135,2025-12-07,Sports,Brooks Adrenaline GTS 23,2,13929.68,27859.36,Credit Card,5,Perfect in every way. The design is beautiful and the functionality is top-tier.
P02136,22136,2025-09-27,Beauty Products,Laneige Lip Sleeping Mask Berry,3,2120.02,6360.06,PayPal,2,Disappointing quality for the price. Expected much better based on the description.
P02137,22137,2025-11-04,Books,The Seven Husbands of Evelyn Hugo by Taylor Jenkins Reid,1,1146.12,1146.12,Debit Card,2,Not satisfied with this purchase. The quality is noticeably lacking.
P02138,22138,2025-08-22,Books,A Gentleman in Moscow by Amor Towles,6,1006.37,6038.22,Google Pay,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P02139,22139,2025-07-05,Electronics,Beats Studio Buds Plus,2,17095.78,34191.56,PayPal,3,Decent product for the price. Nothing to write home about but it works.
P02140,22140,2025-09-18,Clothing,The North Face Nuptse 1996 Jacket,1,27951.05,27951.05,Google Pay,5,Exceptional product that delivers exactly what it promises. Couldn't be happier!
P02141,22141,2025-05-22,Electronics,Samsung Galaxy Tab S10 Ultra,1,106154.61,106154.61,Debit Card,5,Top-notch quality and performance. This has become an essential part of my daily life.
P02142,22142,2025-07-21,Books,A Court of Thorns and Roses by Sarah J. Maas,1,1151.14,1151.14,Apple Pay,3,Middle of the pack. Not disappointed but not impressed either.
P02143,22143,2025-12-22,Home Appliances,Simplehuman Sensor Mirror Pro,1,25168.05,25168.05,Credit Card,5,Incredible value for the price. The build quality is superb and it works flawlessly.
P02144,22144,2025-10-18,Electronics,AirPods 4 with ANC,3,20045.20,60135.60,Credit Card,1,Complete waste of money. The product doesn't work as advertised at all.
P02145,22145,2025-05-14,Beauty Products,Tower 28 SOS Daily Rescue Facial Spray,5,1990.70,9953.50,Google Pay,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P02146,22146,2025-11-10,Electronics,Kindle Colorsoft,1,23576.94,23576.94,Debit Card,2,Mediocre at best. I would not buy this again or recommend it to anyone.
P02147,22147,2025-01-20,Sports,CAP Barbell Olympic Weight Set,2,30076.31,60152.62,PayPal,3,Average quality. Meets basic expectations but doesn't stand out from competitors.
P02148,22148,2025-05-12,Beauty Products,Drunk Elephant Protini Polypeptide Cream,1,6673.58,6673.58,Credit Card,4,Great product with excellent features. Just a few small things keep it from being perfect.
P02149,22149,2025-10-03,Electronics,iPhone 15 Pro,10,136560.13,1365601.30,Credit Card,0,Unbelievably bad. The product arrived broken and nobody would help me resolve it.
P02150,22150,2025-07-10,Electronics,Google Pixel 9 Pro,1,93201.30,93201.30,PayPal,5,Brilliant product! Works perfectly and is incredibly well-made. Worth every penny.
P02151,22151,2025-12-26,Clothing,Nike Air Max Dn8,3,16801.03,50403.09,UPI,5,Five stars! The best purchase I've made this year. Would highly recommend to everyone.
P02152,22152,2025-08-09,Home Appliances,Our Place Always Pan,8,14677.79,117422.32,Credit Card,2,Mediocre at best. I would not buy this again or recommend it to anyone.
P02153,22153,2025-07-23,Electronics,AirPods 4,2,12610.80,25221.60,Credit Card,0,Absolute garbage. The product was broken on arrival and the company refused a refund.
P02154,22154,2025-05-26,Clothing,Nike Air Max Dn8,3,17243.97,51731.91,Google Pay,1,Broke after two uses. Terrible build quality and not worth the money at all.
P02155,22155,2025-05-01,Clothing,Dr. Martens 1461 Shoes,1,14288.35,14288.35,Credit Card,2,Doesn't live up to the hype. Overpriced for what you actually get.
P02156,22156,2025-06-21,Home Appliances,Zojirushi Neuro Fuzzy Rice Cooker,4,25737.60,102950.40,UPI,3,It's fine. Does what it's supposed to do without any standout features.
P02157,22157,2025-04-17,Home Appliances,Traeger Pro 580 Pellet Grill,1,77471.37,77471.37,PayPal,4,Great build quality and feels premium. Would recommend to friends and family.
P02158,22158,2025-03-02,Sports,Stance NBA Crew Socks 3-Pack,1,1531.61,1531.61,PayPal,4,Great build quality and feels premium. Would recommend to friends and family.
P02159,22159,2025-07-27,Books,The Seven Husbands of Evelyn Hugo by Taylor Jenkins Reid,2,1151.97,2303.94,Debit Card,3,Works as described but nothing special. Fair value for what you pay.
P02160,22160,2025-11-10,Electronics,MacBook Air 15 M3,1,131051.65,131051.65,Debit Card,5,Absolutely fantastic! The quality far surpasses what I expected at this price point.
P02161,22161,2025-09-01,Beauty Products,Drunk Elephant T.L.C. Framboos Glycolic,1,8699.15,8699.15,Credit Card,5,I'm blown away by the quality. This is worth every single rupee. Highly recommend!
P02162,22162,2025-09-21,Books,Onyx Storm by Rebecca Yarros,4,1538.03,6152.12,Debit Card,5,Top-notch quality and performance. This has become an essential part of my daily life.
P02163,22163,2025-02-23,Beauty Products,Paula's Choice 2% BHA Liquid Exfoliant,4,3101.18,12404.72,Credit Card,5,Outstanding quality and fantastic value. I'm so happy with this purchase.
P02164,22164,2025-03-22,Electronics,Samsung Galaxy Tab S9 FE,3,45498.69,136496.07,Credit Card,3,"Mixed feelings about this. Some features are good, others could use improvement."
P02165,22165,2025-03-21,Electronics,iPhone 14,1,68014.81,68014.81,Credit Card,4,Excellent product that does the job well. Only minor complaints.
P02166,22166,2025-06-20,Beauty Products,Laneige Lip Sleeping Mask Berry,5,2137.43,10687.15,Debit Card,3,Works as described but nothing special. Fair value for what you pay.
P02167,22167,2025-05-16,Sports,Patagonia Black Hole Duffel 40L,4,13857.96,55431.84,Credit Card,2,Mediocre at best. I would not buy this again or recommend it to anyone.
P02168,22168,2025-12-26,Electronics,Sony Bravia XR 55 TV,1,153861.66,153861.66,Google Pay,1,Returned this immediately. The product was defective and poorly made.
P02169,22169,2025-03-06,Books,The Silent Patient by Alex Michaelides,2,1028.20,2056.40,Debit Card,4,Great product with excellent features. Just a few small things keep it from being perfect.
P02170,22170,2025-03-13,Clothing,Canada Goose Expedition Parka,10,149646.33,1496463.30,Credit Card,4,Really happy with this. Does exactly what it says and the quality is very good.
P02171,22171,2025-12-18,Books,Atomic Habits by James Clear,3,1229.69,3689.07,Credit Card,5,Absolutely love this product! Exceeded all my expectations and the quality is outstanding.
P02172,22172,2025-06-20,Electronics,Lenovo ThinkPad X1 Carbon Gen 12,3,171907.63,515722.89,Google Pay,2,Subpar performance and build quality. I've had much better products in this category.
P02173,22173,2025-06-21,Home Appliances,KitchenAid Artisan 5-Qt Stand Mixer,1,44293.01,44293.01,UPI,3,Acceptable quality but there's room for improvement. I've seen better and worse.
P02174,22174,2025-02-11,Home Appliances,OXO Brew Conical Burr Grinder,3,9897.15,29691.45,Debit Card,4,Solid quality and reliable performance. I'm satisfied with this purchase and would recommend it.
